Profile_ID,NPI,First_Name,Middle_Name,Last_Name,Program_Year,Total_Amount_Invested_USDollars,Value_of_Interest,Terms_of_Interest,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Category,Indicate_Drug_or_Biological_or_Device_or_Medical_Supply_1,Product_Category_or_Therapeutic_Area_1,Name_of_Drug_or_Biological_or_Device_or_Medical_Supply_1,Total_Amount_of_Payment_USDollars,Form_of_Payment_or_Transfer_of_Value,Name_of_Study,Nature_of_Payment_or_Transfer_of_Value,Product_Indicator,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Device_or_Medical_Supply1,Contributed_Articles
109070,1417108374,JASON,A,NYDICK,2018,,,,"TriMed, Inc.",GNRL,,,,579.33,Cash or cash equivalent,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"TriMed, Inc.",GNRL,,,,790.05,Cash or cash equivalent,,Travel and Lodging,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"TriMed, Inc.",GNRL,,,,70.81,Cash or cash equivalent,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"TriMed, Inc.",GNRL,,,,124.43,Cash or cash equivalent,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"TriMed, Inc.",GNRL,,,,5500.0,Cash or cash equivalent,,Consulting Fee,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"TriMed, Inc.",GNRL,,,,1513.0,Cash or cash equivalent,,Travel and Lodging,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"TriMed, Inc.",GNRL,,,,2933.87,Cash or cash equivalent,,Travel and Lodging,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"TriMed, Inc.",GNRL,,,,110.79,Cash or cash equivalent,,Entertainment,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"TriMed, Inc.",GNRL,,,,79.81,Cash or cash equivalent,,Entertainment,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,DePuy Synthes Sales Inc.,GNRL,Device,Sports Surgical,HEALIX,65.44,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,VA-LCP PLATES & SCREWS,471.21,In-kind items and services,,Travel and Lodging,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,VA-LCP PLATES & SCREWS,50.86,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,VA-LCP PLATES & SCREWS,85.6,In-kind items and services,,Travel and Lodging,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,VA-LCP PLATES & SCREWS,25.62,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,VA-LCP PLATES & SCREWS,47.44,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,VA-LCP PLATES & SCREWS,21.12,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,VA-LCP PLATES & SCREWS,115.93,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,VA-LCP PLATES & SCREWS,25.62,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,VA-LCP PLATES & SCREWS,47.44,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,VA-LCP PLATES & SCREWS,21.7,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,LCP PLATES & SCREWS,127.43,Cash or cash equivalent,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,LCP PLATES & SCREWS,9675.07,Cash or cash equivalent,,Consulting Fee,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,Linvatec Corporation,GNRL,Device,Orthopedic Surgery,Linvatec Shoulder Arthroscopy,33.29,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,,NYDICK,2018,,,,"Checkpoint Surgical, Inc",GNRL,Device,Surgery,Checkpoint Stimulators,750.0,Cash or cash equivalent,,Honoraria,,,,"1, 3, 5, 6"
109070,1417108374,JASON,,NYDICK,2018,,,,"Checkpoint Surgical, Inc",GNRL,Device,SURGERY,Checkpoint Stimulators,82.69,Cash or cash equivalent,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,,NYDICK,2018,,,,"Checkpoint Surgical, Inc",GNRL,Device,Surgery,Checkpoint Stimulators,500.0,Cash or cash equivalent,,Honoraria,,,,"1, 3, 5, 6"
109070,1417108374,JASON,ALAN,NYDICK,2018,,,,"Checkpoint Surgical, Inc",GNRL,Device,Surgery,Checkpoint Stimulators,73.18,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,Endo Pharmaceuticals Inc.,GNRL,Biological,ORTHOPEDIC,XIAFLEX,13.81,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,Endo Pharmaceuticals Inc.,GNRL,Biological,ORTHOPEDIC,XIAFLEX,14.47,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-UPPER EXTREMITY,FREEDOM WRIST,106.7,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-UPPER EXTREMITY,FREEDOM WRIST,129.99,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"Smith & Nephew, Inc.",GNRL,Device,Sports Med Shoulder,Regeneten,88.38,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"Smith & Nephew, Inc.",GNRL,Device,Sports Med Shoulder,Regeneten,119.96,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"Smith & Nephew, Inc.",GNRL,Device,Trauma Limb Restoration,Extremities Instruments,48.11,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"KCI USA, Inc",GNRL,Device,NON-COVERED,PREVENA,98.07,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A,NYDICK,2018,,,,"WRIGHT MEDICAL TECHNOLOGY, INC.",GNRL,Device,FOOT AND ANKLE,ORTHOLOC,22.29,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,821.56,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,91.11,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,15.34,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,25.12,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,87.8,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,13.73,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,5000.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,250.0,Cash or cash equivalent,,Consulting Fee,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,250.0,Cash or cash equivalent,,Consulting Fee,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,2000.0,Cash or cash equivalent,,Consulting Fee,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,,,,46.54,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,16.22,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,87.76,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,4000.0,Cash or cash equivalent,,Consulting Fee,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoTouch,54.0,Cash or cash equivalent,,Travel and Lodging,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoTouch,33.69,Cash or cash equivalent,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Cap,250.0,Cash or cash equivalent,,Consulting Fee,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,114.23,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,156.11,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,112.38,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,142.86,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,20.5,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,131.43,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,10.58,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,98.89,In-kind items and services,,Travel and Lodging,,,,"1, 3, 5, 6"
109070,1417108374,Jason,A,Nydick,2018,,,,"Exactech, Inc.",GNRL,Device,Orthopaedic,Equinoxe,218.0,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,Jason,A,Nydick,2018,,,,"Exactech, Inc.",GNRL,Device,Orthopaedic,Equinoxe,426.0,In-kind items and services,,Travel and Lodging,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,"ENCORE MEDICAL, LP",GNRL,Device,Joint Implants,DJO Surgical AltiVate Reverse,109.94,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,"ENCORE MEDICAL, LP",GNRL,Device,Joint Implants,DJO Surgical AltiVate Reverse,29.21,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,A.,NYDICK,2018,,,,"ENCORE MEDICAL, LP",GNRL,Device,Joint Implants,DJO Surgical AltiVate Reverse,117.24,In-kind items and services,,Food and Beverage,,,,"1, 3, 5, 6"
109070,1417108374,JASON,,NYDICK,2018,,,,"Checkpoint Surgical, Inc",GNRL,Device,Surgery,Checkpoint Stimulators,500.0,Cash or cash equivalent,,Compensation for serving as faculty or as a speaker for a non-accredited and noncertified continuing education program,,,,"1, 3, 5, 6"
109070,1417108374,JASON,,NYDICK,2018,,,,"Checkpoint Surgical, Inc",GNRL,Device,Surgery,Checkpoint Stimulators,750.0,Cash or cash equivalent,,Compensation for serving as faculty or as a speaker for a non-accredited and noncertified continuing education program,,,,"1, 3, 5, 6"
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,DePuy Synthes Products LLC,GNRL,Device,Sports Surgical,RIGIDLOOP,13.98,Cash or cash equivalent,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,DePuy Synthes Products LLC,GNRL,Device,Sports Surgical,RIGIDLOOP,279.68,Cash or cash equivalent,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,DePuy Synthes Products LLC,GNRL,Device,Sports Surgical,RIGIDLOOP,6698.36,Cash or cash equivalent,,Consulting Fee,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,DePuy Synthes Products LLC,GNRL,Device,Trauma,TFN ADVANCED,1030.0,Cash or cash equivalent,,Consulting Fee,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,DePuy Synthes Sales Inc.,GNRL,Device,Ortho-Hip,ACTIS,109.91,In-kind items and services,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,BME  NITINOL CONTINUOUS COMPRESSION IMPLANTS,99.97,In-kind items and services,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Ortho-Knee,TWISTR,81.01,In-kind items and services,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Ortho-Knee,TRUESPAN,13.59,In-kind items and services,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,40.66,Cash or cash equivalent,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,77.26,Cash or cash equivalent,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,3948.18,Cash or cash equivalent,,Consulting Fee,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Sports Surgical,MILAGRO,364.4,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Sports Surgical,MILAGRO,139.63,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Sports Surgical,MILAGRO,287.46,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Sports Surgical,MILAGRO,11.35,In-kind items and services,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Sports Surgical,MILAGRO,20.54,In-kind items and services,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,1176.2,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,433.99,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,738.2,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,114.77,In-kind items and services,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Spine,MATRIX,874.55,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Spine,MATRIX,122.06,In-kind items and services,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,18.6,Cash or cash equivalent,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,6180.92,Cash or cash equivalent,,Consulting Fee,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,50.16,Cash or cash equivalent,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,204.51,Cash or cash equivalent,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,3604.09,Cash or cash equivalent,,Consulting Fee,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,1545.0,Cash or cash equivalent,,Consulting Fee,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,2832.5,Cash or cash equivalent,,Consulting Fee,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,3605.95,Cash or cash equivalent,,Consulting Fee,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,119.58,Cash or cash equivalent,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,11.21,Cash or cash equivalent,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Sports Surgical,RIGIDLOOP,2060.0,Cash or cash equivalent,,Consulting Fee,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,3090.0,Cash or cash equivalent,,Consulting Fee,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,124.8,Cash or cash equivalent,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,2371.24,Cash or cash equivalent,,Consulting Fee,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Spine,EXPEDIUM,669.0,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Spine,EXPEDIUM,161.28,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Spine,EXPEDIUM,405.24,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Spine,EXPEDIUM,98.19,In-kind items and services,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,306.5,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,161.28,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,397.34,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,91.52,In-kind items and services,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,80.52,Cash or cash equivalent,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,3753.77,Cash or cash equivalent,,Consulting Fee,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,212.26,Cash or cash equivalent,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,3949.71,Cash or cash equivalent,,Consulting Fee,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,1004.59,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,TFN ADVANCED,49.67,In-kind items and services,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,213.29,In-kind items and services,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,162.19,Cash or cash equivalent,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,5430.4,Cash or cash equivalent,,Consulting Fee,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,21.94,Cash or cash equivalent,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,2172.5,Cash or cash equivalent,,Consulting Fee,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,163.2,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,46.5,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,709.2,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,548.4,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,46.5,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,118.12,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Drug,Spine,EXPAREL,93.12,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,DHS,222.39,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,DHS,303.74,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,DHS,123.04,In-kind items and services,,Food and Beverage,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,BME  NITINOL CONTINUOUS COMPRESSION IMPLANTS,393.83,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,BME  NITINOL CONTINUOUS COMPRESSION IMPLANTS,399.68,In-kind items and services,,Travel and Lodging,,,,22
112106,1477714665,NIRAV,HASMUKH,AMIN,2018,,,,"Medical Device Business Services, Inc.",GNRL,Device,Trauma,BME  NITINOL CONTINUOUS COMPRESSION IMPLANTS,691.57,In-kind items and services,,Travel and Lodging,,,,22
